"","Estado","Antiguedad","Vivienda","Plazo","Edad","EstadoCivil","Registros","Trabajo","Gastos","Ingresos","Activos","Deuda","Cantidad","Precio"
"1499","malo",1,"propietario",60,24,"casado","no","fijo",45,199,6500,3000,1400,1702
"1500","bueno",3,"padres",48,26,"soltero","no","fijo",35,120,0,0,1100,2080
"1501","bueno",6,"otra",60,63,"casado","no","fijo",45,234,0,0,610,1027
"1502","bueno",5,"propietario",48,41,"casado","no","fijo",90,275,25000,1000,1800,2260
"1503","bueno",17,"propietario",48,42,"casado","no","freelance",75,250,7000,1000,1600,2078
"1504","malo",1,"alquila",48,37,"separado","sí","fijo",46,110,0,0,900,1312
"1505","malo",5,"propietario",60,44,"casado","no","freelance",45,65,4000,0,1400,1847
"1506","bueno",2,"alquila",36,36,"casado","no","freelance",95,200,5000,0,800,1158
"1507","malo",0,"alquila",48,37,"casado","sí","tiempo parcial",120,300,8000,2000,1500,2977
"1508","malo",6,"propietario",24,39,"casado","no","fijo",75,58,2000,0,175,300
"1510","bueno",2,"propietario",48,32,"casado","no","fijo",75,139,2000,80,460,1589
"1511","bueno",22,"propietario",48,45,"casado","no","fijo",45,208,11500,0,1000,1698
"1512","bueno",4,"otra",12,28,"casado","no","fijo",45,99,0,0,250,1000
"1514","bueno",15,"privado",60,30,"casado","no","fijo",60,140,4000,1680,400,1320
"1515","malo",5,"padres",48,25,"soltero","no","fijo",35,78,0,0,1000,1154
"1516","bueno",14,"propietario",60,37,"casado","no","fijo",60,79,3500,0,700,1700
"1517","bueno",1,"propietario",36,36,"casado","no","tiempo parcial",45,80,500,0,950,1566
"1518","bueno",12,"propietario",60,37,"casado","no","freelance",60,85,6000,0,1200,1731
"1519","bueno",25,"alquila",42,61,"casado","no","fijo",57,121,0,0,750,830
"1520","bueno",20,"propietario",36,41,"casado","no","freelance",90,250,13500,0,1900,2200
"1521","bueno",1,"propietario",48,33,"casado","no","fijo",45,104,6500,0,1150,1348
"1522","bueno",6,"propietario",48,33,"casado","no","freelance",45,78,3500,0,1100,1526
"1523","bueno",2,"padres",48,34,"soltero","no","fijo",45,157,4000,0,1450,1769
"1524","bueno",1,"alquila",48,42,"casado","no","fijo",94,192,0,0,1350,1819
"1525","bueno",16,"padres",48,35,"separado","no","fijo",60,103,0,0,500,862
"1526","malo",6,"padres",60,38,"casado","no","fijo",45,75,0,0,1175,1800
"1527","malo",8,"alquila",60,28,"casado","no","fijo",53,177,0,0,1900,2530
"1528","malo",0,"padres",36,21,"soltero","sí","fijo",35,75,0,0,690,790
"1529","bueno",20,"propietario",18,40,"casado","no","fijo",75,210,3500,0,800,1717
"1531","bueno",5,"propietario",60,43,"casado","no","fijo",75,105,5000,0,1000,1809
"1532","malo",6,"privado",36,29,"soltero","no","tiempo parcial",35,68,1500,0,500,525
"1533","bueno",2,"padres",24,19,"soltero","no","tiempo parcial",35,50,50000,0,900,1472
"1534","bueno",18,"alquila",60,52,"casado","no","fijo",58,128,0,0,800,1235
"1537","malo",0,"propietario",60,49,"casado","no","freelance",60,189,3500,0,1600,1815
"1538","bueno",4,"alquila",54,27,"casado","no","fijo",74,139,0,0,900,1132
"1539","bueno",6,"propietario",60,29,"casado","no","fijo",60,125,5000,0,1500,1531
"1540","bueno",11,"padres",60,37,"casado","no","fijo",75,100,0,0,1150,1230
"1541","malo",1,"padres",48,25,"soltero","no","tiempo parcial",35,50,0,0,1000,1041
"1542","bueno",0,"propietario",30,55,"casado","no","freelance",60,155,6000,0,500,635
"1543","bueno",1,"ignorar",24,27,"casado","no","tiempo parcial",60,128,4000,0,400,1224
"1545","bueno",40,"propietario",48,60,"casado","no","freelance",75,183,5000,0,1200,1308
"1546","malo",0,"otra",60,32,"casado","no","fijo",75,160,0,0,1300,1350
"1547","bueno",6,"otra",36,36,"casado","no","fijo",60,160,0,0,550,700
"1548","bueno",5,"padres",48,22,"soltero","no","fijo",35,75,27000,0,1300,1495
"1550","bueno",10,"privado",36,44,"casado","no","freelance",75,77,8000,0,900,943
"1551","bueno",5,"alquila",30,59,"casado","no","fijo",81,207,20000,0,700,1460
"1552","bueno",11,"propietario",48,42,"casado","no","fijo",75,180,3500,1200,700,1703
"1553","bueno",17,"propietario",24,53,"casado","no","fijo",75,132,4000,0,400,1195
"1554","malo",0,"propietario",60,33,"casado","no","tiempo parcial",45,128,4500,0,1250,1442
"1555","malo",10,"alquila",60,37,"casado","no","fijo",85,96,4000,850,1100,1340
"1556","malo",9,"otra",60,35,"casado","no","fijo",60,70,0,0,1500,1562
"1557","bueno",19,"alquila",60,41,"casado","no","fijo",88,125,0,0,1450,1564
"1558","malo",5,"propietario",60,50,"casado","no","tiempo parcial",60,81,5000,0,1540,1770
"1559","malo",7,"propietario",36,37,"casado","sí","freelance",90,150,4500,3000,400,882
"1560","bueno",8,"alquila",36,33,"casado","no","fijo",78,175,0,0,1000,1187
"1561","bueno",10,"alquila",48,56,"casado","no","freelance",86,112,0,0,1000,1000
"1562","bueno",20,"propietario",36,43,"casado","no","fijo",60,80,3000,0,600,675
"1563","bueno",0,"propietario",36,62,"casado","no","otros",45,73,5000,0,430,1132
"1565","bueno",2,"privado",60,34,"casado","no","fijo",60,186,8000,4000,1250,1350
"1566","malo",0,"propietario",48,29,"casado","sí","otros",45,391,6500,420,2000,2397
"1567","bueno",12,"propietario",48,49,"casado","no","tiempo parcial",45,80,4000,0,800,1228
"1568","bueno",0,"propietario",48,49,"casado","no","freelance",105,280,20000,0,800,1137
"1569","bueno",9,"alquila",36,34,"soltero","no","fijo",49,136,0,0,800,1064
"1570","malo",13,"otra",36,35,"casado","no","fijo",75,70,0,0,450,450
"1571","malo",5,"privado",48,44,"casado","sí","fijo",75,199,4600,0,1600,2631
"1572","malo",0,"alquila",48,30,"casado","no","tiempo parcial",60,150,0,0,1300,1582
"1573","bueno",3,"alquila",60,44,"casado","no","freelance",74,140,2000,0,800,992
"1574","bueno",2,"otra",60,23,"soltero","no","fijo",45,175,7500,0,1500,1525
"1575","malo",20,"propietario",60,50,"casado","sí","freelance",45,125,3000,0,1500,1600
"1576","bueno",8,"padres",48,26,"soltero","no","fijo",35,78,0,0,500,1800
"1577","bueno",8,"propietario",36,48,"casado","no","fijo",45,75,3500,0,670,857
"1578","malo",1,"propietario",48,42,"divorciado","no","fijo",35,210,6500,1500,1650,1679
"1579","bueno",35,"propietario",36,59,"casado","no","freelance",60,125,6000,0,500,1389
"1581","malo",2,"alquila",60,21,"casado","no","freelance",70,100,2000,0,1100,1260
"1582","bueno",8,"privado",60,30,"casado","no","fijo",75,100,2000,192,1400,1460
"1584","bueno",1,"otra",30,26,"soltero","no","fijo",35,110,0,0,700,1340
"1585","malo",1,"propietario",48,26,"casado","no","freelance",75,180,1600,0,1450,1610
"1586","malo",10,"alquila",48,34,"casado","no","fijo",83,79,0,0,1200,1215
"1587","bueno",4,"propietario",60,32,"casado","sí","fijo",75,183,8000,0,1170,1398
"1588","malo",11,"propietario",36,37,"casado","sí","freelance",60,205,13600,4500,450,625
"1589","bueno",12,"propietario",60,27,"casado","no","fijo",60,118,6000,800,900,1200
"1590","bueno",2,"padres",60,26,"soltero","no","fijo",35,117,0,0,1000,1724
"1591","bueno",11,"otra",12,41,"soltero","no","fijo",35,135,0,0,1000,1300
"1592","bueno",8,"propietario",48,26,"casado","no","freelance",90,113,3000,750,1200,1450
"1593","bueno",5,"padres",60,21,"soltero","no","fijo",35,60,0,0,1100,1134
"1594","malo",0,"alquila",36,24,"soltero","no","tiempo parcial",44,85,0,0,375,575
"1595","bueno",16,"propietario",60,30,"casado","no","fijo",45,135,5000,0,1000,1230
"1596","bueno",15,"propietario",36,35,"casado","no","fijo",60,146,3500,0,1600,2122
"1597","malo",4,"alquila",48,26,"soltero","no","freelance",50,150,0,0,1100,1335
"1600","malo",10,"privado",60,43,"casado","no","fijo",90,110,4500,1500,750,936
"1601","malo",0,"propietario",48,39,"casado","sí","tiempo parcial",45,132,3500,0,1000,1603
"1602","bueno",41,"otra",24,59,"casado","no","fijo",60,177,0,0,500,1633
"1603","malo",0,"propietario",36,32,"casado","no","otros",75,74,4000,0,500,1104
"1604","bueno",1,"alquila",6,25,"soltero","no","fijo",46,112,0,0,200,600
"1605","malo",0,"padres",36,38,"casado","sí","freelance",75,125,11000,0,2500,3350
"1606","bueno",2,"padres",60,28,"soltero","no","fijo",35,220,0,0,1600,1739
"1607","bueno",2,"padres",60,25,"soltero","no","fijo",35,96,0,0,1300,1785
"1608","bueno",11,"padres",60,41,"separado","sí","fijo",35,100,0,0,1250,1549
"1609","bueno",12,"propietario",12,50,"casado","no","freelance",75,200,17000,3000,1250,1721
"1610","bueno",2,"propietario",48,33,"casado","no","fijo",75,100,6500,2000,1000,1234
"1611","bueno",1,"alquila",36,28,"soltero","no","fijo",55,196,0,0,1200,1599
"1612","bueno",4,"propietario",60,26,"casado","no","fijo",45,152,4000,1200,950,1050
"1613","bueno",1,"alquila",36,29,"casado","no","freelance",54,86,0,0,500,1686
"1614","bueno",5,"propietario",24,42,"casado","no","fijo",45,113,7100,0,1800,3669
"1615","bueno",14,"propietario",36,39,"casado","no","fijo",75,200,5000,0,1000,1155
"1616","malo",0,"otra",60,46,"soltero","no","fijo",35,150,0,0,1400,1490
"1617","bueno",7,"propietario",36,24,"casado","no","fijo",45,95,3000,0,1000,1597
"1618","bueno",12,"padres",36,31,"casado","no","fijo",60,160,3000,1000,700,1100
"1620","bueno",17,"propietario",48,42,"casado","no","fijo",90,450,8000,1800,1000,3313
"1621","malo",14,"alquila",60,63,"casado","no","fijo",73,127,0,0,1400,1496
"1622","malo",0,"alquila",36,18,"soltero","no","tiempo parcial",40,51,0,0,500,500
"1623","bueno",19,"propietario",36,43,"casado","no","freelance",75,70,7000,0,1000,2335
"1624","malo",0,"padres",36,26,"soltero","no","tiempo parcial",35,70,3500,350,375,500
"1625","bueno",6,"alquila",36,24,"casado","no","fijo",66,213,0,0,1000,1064
"1626","bueno",14,"alquila",48,29,"casado","no","fijo",52,70,0,0,800,1210
"1627","malo",0,"padres",48,28,"divorciado","sí","fijo",35,280,0,0,1300,2058
"1628","bueno",10,"propietario",60,39,"casado","sí","fijo",90,195,12000,0,1500,2659
"1630","bueno",20,"propietario",60,43,"casado","no","tiempo parcial",60,138,20000,0,1000,1312
"1631","bueno",12,"alquila",60,38,"casado","no","fijo",96,205,3500,0,1400,1742
"1632","bueno",3,"alquila",48,29,"casado","no","fijo",59,137,0,0,800,889
"1633","bueno",2,"padres",48,28,"soltero","no","fijo",35,79,0,0,650,1379
"1634","bueno",13,"alquila",60,41,"soltero","no","fijo",45,95,0,0,940,1379
"1635","bueno",23,"propietario",48,60,"casado","no","fijo",35,80,3000,0,1150,1242
"1636","bueno",3,"privado",60,54,"casado","no","fijo",45,134,2000,0,1100,1286
"1637","bueno",3,"padres",36,22,"soltero","no","fijo",35,65,0,0,1000,1629
"1638","bueno",2,"propietario",30,38,"casado","no","fijo",75,159,11000,0,1280,1289
"1639","bueno",30,"propietario",24,57,"casado","no","freelance",45,40,17000,0,400,500
"1640","bueno",10,"propietario",24,42,"casado","no","freelance",75,70,4600,0,500,1104
"1641","bueno",16,"propietario",60,39,"casado","sí","fijo",60,115,3000,0,800,1373
"1642","bueno",2,"alquila",48,31,"casado","no","fijo",67,67,0,0,970,1273
"1643","bueno",2,"otra",36,24,"casado","no","fijo",60,102,0,0,900,1555
"1644","bueno",11,"propietario",60,27,"casado","no","fijo",60,125,2500,0,1100,1220
"1645","bueno",8,"propietario",24,35,"casado","sí","freelance",75,180,12000,0,1000,2256
"1646","bueno",37,"padres",36,52,"casado","no","fijo",60,240,0,0,1510,1625
"1647","malo",2,"propietario",48,34,"casado","no","freelance",90,250,16000,2000,1500,1768
"1649","malo",6,"alquila",48,37,"casado","no","fijo",77,170,0,0,887,887
"1650","malo",4,"alquila",36,27,"separado","no","fijo",47,116,0,0,1300,1700
"1651","bueno",10,"propietario",24,34,"casado","no","freelance",45,225,25000,0,1300,2063
"1652","bueno",5,"alquila",36,63,"casado","no","otros",50,54,3000,0,550,700
"1653","malo",4,"alquila",48,26,"soltero","no","fijo",47,124,0,0,1500,1756
"1654","bueno",9,"propietario",48,23,"soltero","no","fijo",35,123,7500,0,800,1111
"1655","malo",1,"padres",36,28,"casado","sí","fijo",60,95,4000,0,500,625
"1656","bueno",7,"otra",48,43,"casado","sí","fijo",75,160,0,0,1350,1519
"1657","malo",2,"propietario",60,27,"casado","sí","fijo",60,115,4000,800,2250,2850
"1658","bueno",2,"propietario",48,52,"casado","no","fijo",75,218,3000,10,1400,1565
"1659","bueno",10,"propietario",60,40,"casado","no","freelance",90,301,2000,0,1100,1835
"1660","bueno",12,"propietario",48,48,"casado","no","fijo",45,293,12000,0,500,600
"1661","bueno",4,"propietario",60,33,"casado","no","fijo",75,128,3500,100,400,1244
"1663","malo",14,"alquila",60,46,"casado","no","freelance",48,25,0,0,1700,2210
"1664","malo",2,"otra",48,29,"casado","no","fijo",75,96,6000,3000,1200,1521
"1665","bueno",1,"propietario",36,19,"soltero","no","fijo",45,98,4000,0,200,1330
"1666","malo",1,"alquila",48,35,"casado","no","fijo",81,55,1500,0,1300,1440
"1667","malo",0,"alquila",48,37,"casado","no","tiempo parcial",60,154,0,0,1870,2217
"1668","bueno",8,"propietario",48,52,"casado","no","fijo",60,105,3500,0,1000,1887
"1669","bueno",20,"alquila",36,57,"casado","no","freelance",102,117,0,0,475,500
"1671","bueno",0,"propietario",24,28,"casado","no","tiempo parcial",45,219,6000,0,600,943
"1672","bueno",7,"propietario",60,25,"casado","no","fijo",60,102,3500,1500,1400,1432
"1673","malo",1,"alquila",48,33,"divorciado","no","fijo",60,250,0,0,1300,1573
"1674","bueno",0,"propietario",48,37,"casado","no","freelance",60,107,18000,1700,800,1015
"1675","bueno",2,"padres",30,23,"soltero","no","fijo",35,60,0,0,600,1127
"1676","malo",8,"alquila",24,44,"casado","no","fijo",68,83,40000,0,1300,1372
"1678","bueno",7,"alquila",60,24,"soltero","no","fijo",44,93,0,0,1100,1519
"1679","bueno",1,"padres",60,25,"soltero","no","fijo",35,105,0,0,1100,1222
"1680","bueno",4,"padres",36,27,"soltero","no","fijo",35,70,0,0,700,975
"1681","malo",15,"propietario",60,58,"casado","sí","fijo",60,117,6000,0,1500,1670
"1682","bueno",25,"alquila",24,45,"separado","no","freelance",53,183,93000,0,1900,3088
"1683","malo",0,"padres",60,20,"soltero","no","fijo",35,120,5500,1200,1170,1362
"1684","bueno",28,"propietario",36,49,"casado","no","fijo",45,90,27000,0,600,1690
"1686","bueno",17,"padres",36,43,"casado","no","fijo",75,200,0,0,1000,2355
"1687","malo",2,"propietario",60,38,"casado","sí","fijo",75,74,3500,500,1700,1888
"1688","bueno",11,"propietario",60,41,"casado","no","fijo",60,313,7500,2000,2180,2654
"1689","bueno",1,"propietario",36,31,"casado","no","fijo",45,197,8000,300,1590,1597
"1690","bueno",30,"propietario",30,61,"casado","no","fijo",60,320,4000,0,700,1054
"1691","bueno",6,"padres",60,38,"soltero","no","fijo",35,210,0,0,1200,1823
"1692","bueno",10,"propietario",48,50,"casado","no","freelance",60,40,12000,0,1000,1303
"1693","bueno",30,"propietario",60,65,"casado","no","freelance",45,250,80000,0,1700,2290
"1694","bueno",1,"padres",60,22,"soltero","no","fijo",35,110,3500,0,1300,1517
"1695","bueno",26,"privado",48,60,"casado","no","fijo",45,134,4200,2000,700,2684
"1696","bueno",25,"propietario",36,59,"soltero","no","freelance",35,19,5500,1500,425,1175
"1697","bueno",7,"privado",36,24,"soltero","no","freelance",35,131,7500,0,1350,1406
"1698","bueno",22,"propietario",36,45,"casado","no","fijo",75,260,3000,0,1200,2267
"1699","malo",4,"alquila",36,34,"casado","no","fijo",70,100,0,0,900,1150
"1700","bueno",0,"propietario",48,26,"soltero","no","fijo",35,101,2000,0,1000,1300
"1701","malo",0,"propietario",60,65,"casado","no","otros",45,69,10000,0,1500,1750
"1702","bueno",30,"alquila",36,59,"casado","no","freelance",50,52,25000,0,1000,1298
"1703","bueno",13,"padres",36,38,"separado","no","fijo",45,128,0,0,525,625
"1704","bueno",3,"propietario",60,27,"casado","no","fijo",75,122,4000,0,1400,1702
"1705","bueno",0,"otra",36,20,"soltero","no","tiempo parcial",45,150,0,0,450,500
"1706","bueno",20,"alquila",60,61,"casado","no","fijo",81,211,0,0,1475,1475
"1707","bueno",5,"alquila",60,31,"casado","no","fijo",86,109,0,0,830,1700
"1708","bueno",25,"propietario",48,55,"casado","no","fijo",60,139,5000,0,1000,1300
"1709","bueno",8,"alquila",60,26,"casado","no","fijo",59,140,0,0,1400,1538
"1710","bueno",4,"padres",48,21,"soltero","no","fijo",35,88,25000,0,1100,1200
"1711","bueno",0,"otra",48,23,"soltero","no","fijo",35,60,0,0,1000,1294
"1712","bueno",7,"padres",60,27,"soltero","no","freelance",35,39,0,0,1000,1678
"1713","malo",5,"propietario",60,43,"casado","no","tiempo parcial",75,120,2000,40,1400,1600
"1714","malo",10,"propietario",60,56,"casado","no","fijo",60,161,5000,0,1500,1844
"1715","bueno",1,"padres",60,26,"soltero","no","fijo",35,90,0,0,1000,1297
"1716","bueno",1,"propietario",36,20,"casado","no","freelance",45,110,11500,0,700,770
"1717","malo",0,"alquila",36,23,"casado","no","tiempo parcial",81,60,0,0,450,450
"1718","bueno",8,"alquila",24,32,"casado","sí","fijo",75,154,0,0,750,1258
"1719","bueno",0,"propietario",60,44,"casado","no","fijo",75,97,6500,0,1000,1147
"1720","bueno",0,"privado",12,39,"casado","no","fijo",45,178,2000,0,150,550
"1721","bueno",2,"alquila",36,42,"soltero","no","fijo",45,104,0,0,800,870
"1723","bueno",20,"propietario",12,49,"casado","no","freelance",60,500,10000,0,1000,3081
"1725","bueno",2,"alquila",24,26,"soltero","no","freelance",55,200,0,0,600,1097
"1726","malo",0,"otra",60,43,"casado","no","freelance",75,144,7600,0,1465,1544
"1727","malo",0,"alquila",24,23,"casado","sí","fijo",83,80,0,0,425,590
"1728","bueno",2,"propietario",60,37,"casado","no","fijo",90,137,3000,1,1100,1563
"1729","bueno",3,"padres",60,19,"soltero","no","fijo",35,218,0,0,1100,1387
"1730","malo",2,"privado",60,36,"casado","no","fijo",75,129,3000,29,900,960
"1731","malo",2,"alquila",60,33,"casado","no","fijo",80,196,0,0,1350,1364
"1732","malo",3,"padres",48,23,"soltero","no","freelance",35,182,0,0,1100,1427
"1734","bueno",0,"propietario",60,23,"casado","no","otros",60,47,3000,0,820,875
"1735","bueno",10,"alquila",60,28,"casado","no","fijo",78,325,18,3000,2250,2250
"1736","bueno",24,"propietario",36,39,"casado","no","fijo",90,90,12000,4000,700,1693
"1737","malo",12,"alquila",60,37,"casado","no","freelance",84,92,0,0,1300,1850
"1738","bueno",5,"alquila",36,39,"casado","sí","fijo",100,250,0,0,1400,3959
"1739","bueno",25,"propietario",60,43,"casado","no","freelance",60,62,12000,0,1000,1627
"1740","malo",3,"otra",60,21,"soltero","no","fijo",35,146,0,0,1400,1646
"1742","bueno",17,"alquila",48,36,"casado","no","fijo",56,105,0,0,1000,1295
"1743","malo",8,"otra",36,30,"casado","sí","freelance",75,100,4000,1365,1220,1745
"1744","bueno",10,"propietario",24,45,"separado","no","fijo",35,77,14000,0,200,300
"1746","bueno",15,"propietario",60,39,"separado","no","freelance",45,54,7000,0,1500,2230
"1747","malo",0,"otra",60,27,"soltero","no","fijo",35,149,0,0,1500,1601
"1748","bueno",8,"otra",48,24,"casado","no","fijo",45,56,0,0,770,1129
"1749","bueno",17,"propietario",48,43,"casado","no","fijo",75,251,5500,0,1100,1664
"1750","malo",0,"propietario",60,34,"casado","no","tiempo parcial",75,65,5000,0,1000,1142
"1751","malo",0,"propietario",48,21,"soltero","no","tiempo parcial",60,160,2500,0,1220,1598
"1752","bueno",37,"propietario",60,56,"viudo","no","fijo",35,300,10000,0,1300,1750
"1754","bueno",10,"propietario",60,37,"casado","sí","fijo",90,118,4500,0,1200,1296
"1755","bueno",2,"propietario",60,30,"casado","sí","fijo",45,174,4000,0,2000,2250
"1756","bueno",23,"alquila",24,47,"soltero","no","fijo",44,86,0,0,350,975
"1757","bueno",7,"alquila",48,59,"casado","no","fijo",83,233,3000,0,1250,1525
"1758","malo",0,"alquila",36,32,"casado","no","freelance",89,285,0,0,1000,1304
"1759","bueno",1,"padres",60,29,"casado","no","fijo",75,105,10000,0,700,1610
"1760","bueno",27,"propietario",60,56,"casado","no","fijo",45,122,3000,0,950,1386
"1761","bueno",8,"padres",60,33,"casado","no","freelance",75,160,0,0,1200,1506
"1763","bueno",9,"propietario",36,24,"casado","no","fijo",45,160,4000,2000,450,1388
